Frame,psnr,integer_motion2,integer_motion,ssim,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
152,19.404200,7.617356,7.617356,0.755034,0.638945,0.945138,0.786607,0.623043,0.532209,0.423435,0.468665,0.467128,0.451330,0.999811,
153,18.076149,12.804419,12.804419,0.702724,0.652228,0.958255,0.817356,0.640802,0.535916,0.386417,0.431045,0.425425,0.402994,7.711744,
154,44.664881,0.000000,20.103699,0.995778,0.984572,0.975159,0.964107,0.985163,0.991247,0.741855,0.935110,0.965190,0.979048,90.642865,
155,19.477608,0.000000,0.000000,0.737864,0.556669,0.920647,0.716999,0.464409,0.490608,0.338142,0.387693,0.389745,0.381933,0.000000,
156,17.689977,12.609591,12.609591,0.692579,0.576080,0.937067,0.767656,0.550557,0.448529,0.343504,0.375930,0.365302,0.340811,0.000000,
157,46.571574,0.000000,22.870890,0.996608,0.982384,0.979474,0.962560,0.978635,0.990546,0.787257,0.955530,0.977368,0.986306,91.306583,
158,20.604553,0.000000,0.000000,0.776585,0.565841,0.943776,0.745151,0.447273,0.475808,0.408011,0.447170,0.442201,0.425185,0.000000,
159,22.316594,10.023871,10.023871,0.824349,0.658381,0.948826,0.795486,0.587704,0.581708,0.439525,0.486033,0.486408,0.477208,6.059803,
160,46.783018,2.901611,10.331197,0.996836,0.986777,0.981328,0.975020,0.984391,0.993274,0.803336,0.962003,0.981265,0.989170,96.481787,
161,47.056569,0.000000,2.901611,0.996793,0.991067,0.984353,0.977066,0.991277,0.996980,0.810738,0.962146,0.980913,0.988592,93.537068,
162,22.606064,0.000000,0.000000,0.829846,0.583072,0.941065,0.694285,0.464160,0.522116,0.465145,0.508896,0.510771,0.503946,0.000000,
163,21.647582,7.271936,7.271936,0.804615,0.625538,0.939198,0.773399,0.591395,0.513587,0.444993,0.492454,0.491011,0.476779,0.000000,
